Engine_RPM,Lub_Oil_Pressure,Fuel_Pressure,Coolant_Pressure,Lub_Oil_Temperature,Coolant_Temperature
776,4.581676123,4.787379433,2.863868106,78.04876116,72.47458027
593,4.821193433,7.181601325,1.773781345,75.0859868,69.43603695
766,2.828335928,4.557105875,1.505860682,82.84158811,83.46084302
404,3.915461396,4.509811879,2.790866204,76.84348194,84.04985851
724,3.022397267,15.25467698,1.654081461,77.45616571,77.8406096
880,2.961708849,7.530540057,1.770071583,80.17214385,81.99103038
509,2.944903704,4.739919038,2.452831667,74.22047803,84.95807127
749,3.095541248,6.136058888,1.843783669,75.71397306,75.40886311
917,3.833969997,8.877870204,2.669104418,77.98279647,87.96292372
640,4.2047159,6.976177129,1.269378197,75.21147358,81.82913126
1224,2.214727486,5.869446739,1.721887631,82.98158331,78.93874198
733,4.853526147,17.71175078,1.88384286,75.8920023,67.43660845
728,5.290456049,7.597860287,4.819447511,74.77790361,66.30053606
875,3.518446562,5.320534257,6.91366974,76.6185386,73.11730927
495,4.437893386,5.887590629,1.342958071,78.86287936,71.17190231
534,3.965156689,0.983290368,2.254934309,76.21390613,78.10584571
852,4.824256855,4.777694433,2.791948044,88.74149325,74.50608819
681,2.900306131,6.206532545,1.814644867,76.13995512,70.56206127
620,4.052646673,11.63634509,2.573949752,79.5047115,68.04620317
933,2.899594202,8.188180538,1.94990701,76.35777003,74.9384693
660,4.057388296,9.61608454,1.429386053,76.01158933,74.91064746
390,2.836780694,5.551927955,2.245348032,74.60777944,80.5336569
618,1.988148404,6.396675849,2.607290044,82.58675447,77.4964466
1123,3.157005903,12.55097403,2.038477652,78.50816717,81.35496676
500,2.648829892,2.652648736,3.115609391,77.36901965,80.67537193
685,3.676548886,7.577544239,1.521748955,76.50691434,67.09508974
479,2.373530332,10.44519947,2.406142591,75.21962911,86.41091644
845,2.579340705,4.51150247,2.165536444,77.25569192,85.23342692
468,2.625445389,4.418414607,1.972966086,73.70911896,82.80237956
507,4.708475656,4.222254839,3.614757784,74.34681163,72.93170225
544,2.381797483,18.86116757,1.023096481,74.23758177,84.26205857
400,3.717109487,4.124321566,0.439110813,76.41543137,80.10387695
750,2.686931566,5.090279553,2.058624264,76.94565581,85.3011919
577,3.581444453,4.80558017,1.345729939,76.50266739,72.33354093
532,4.799351102,8.365104215,2.447521171,76.01706982,69.57553833
705,1.749936849,6.176829036,1.392536411,85.65068441,80.55458051
1412,5.052811105,6.155270811,4.03462998,75.72129257,85.84755416
714,2.409251176,7.536155837,1.4164499,75.90722593,75.98329577
632,1.970788788,7.133181414,1.600173324,77.38859776,91.86423233
762,3.236121207,11.01395685,4.718353296,75.88600638,79.55017364
412,3.857309129,8.340090555,2.841367147,73.53686828,87.58877404
562,0.158712284,4.889463764,2.750011239,84.30346394,82.33448963
1157,4.39180093,6.209489474,3.296277488,76.15208066,74.31030686
688,4.276826283,7.810402534,1.912127106,76.59342,78.74211852
753,3.937265491,7.991055944,2.54082731,78.37441454,79.59108174
767,1.963516858,3.928598238,1.094184448,77.14680812,80.46783106
1272,2.888190449,13.65429744,2.529000455,77.5632588,75.61509565
583,2.5484341,8.346047601,1.447039732,87.87175671,84.12164878
955,4.247869961,11.02304036,2.410513623,76.10495554,76.12416257
773,3.195954786,7.745653511,4.534210375,75.85403748,86.37386013
847,2.33233742,3.176118838,0.901138094,76.47915384,82.12387101
1235,3.412709616,4.810563082,1.556489434,77.35550864,71.66020034
603,4.103444987,4.816152657,2.675635548,83.99220446,88.37023123
1187,2.20503426,15.12846204,2.362881071,76.83925245,74.61732699
816,3.82000756,7.2747676,0.912984371,77.27990403,82.41102731
1405,5.048385063,7.171938849,0.123977905,77.56532704,79.38823102
712,3.619148549,5.209546749,1.512407343,76.39411917,70.19012398
671,2.218751158,4.208757574,4.461875073,84.61242005,80.513548
532,2.519635059,6.911890414,2.693607374,81.81730782,69.04643363
536,3.022837954,4.073515831,1.530006547,75.11304905,88.42787632
628,2.080122601,6.575038688,1.569441464,84.21336549,88.43946627
416,2.666114657,8.402077864,3.260883339,85.37703179,91.50299566
1110,3.033289594,5.608284349,2.106061047,78.08853703,78.78609943
1233,2.342361287,4.721082118,1.303227842,76.94246086,79.32931535
683,2.910010647,7.905773807,1.617623825,77.81100612,83.62751116
743,4.195356755,9.271164565,2.634603632,77.25981637,70.32538518
627,2.329074315,7.525549401,3.168179342,75.04709356,82.79145702
747,1.989420447,8.141036712,1.593497377,75.04800056,86.14415563
1015,4.206569004,7.137234818,3.873281371,87.6044637,78.63834678
1083,4.45696494,3.717267645,1.722561228,76.74960165,84.25273431
701,2.383429603,6.876647881,1.889131663,77.31731422,79.60026095
997,4.698145573,5.157612123,0.281488281,74.76726306,74.76628533
892,3.697380019,6.039904454,1.21608772,76.52026377,77.60951204
955,2.604888858,6.864116258,1.777909515,76.82435326,86.66220061
468,2.286960465,7.10200369,3.139339895,76.13211622,92.07258328
587,1.978261041,4.906753072,2.193832449,74.92780588,87.22986648
674,3.142781749,9.442839399,3.254007337,77.78744252,74.41205392
701,5.140775691,4.190698705,2.652710278,78.34693229,79.3772262
890,4.747486762,11.19600678,1.910293504,78.53842669,79.72410522
846,2.452660783,4.463842226,2.815829687,76.23345664,73.40740317
529,3.50066113,5.539921996,1.511664316,76.68772089,92.55901792
571,4.159189881,7.754329957,2.729328298,77.4545808,79.01254436
645,0.855078608,0.785971997,1.941373398,77.06890159,73.295796
1649,4.25784464,8.006562125,1.836978561,78.21644004,74.74237909
1009,1.902113233,2.805940392,1.700013541,77.22772276,76.05244665
570,3.588485522,9.509094208,2.609567365,75.48095593,84.72124706
513,3.220122332,5.091344997,2.239009509,77.96877256,65.86154415
1665,4.912796211,10.90520376,1.825550984,77.32192081,75.33892642
705,3.171883909,4.743914232,2.282158866,74.43079729,75.94773112
662,2.231163741,3.180668711,1.968001997,75.06388417,89.21960882
1014,4.983589874,13.57991271,1.68755289,76.86261931,78.07972308
394,4.147297723,5.351542721,4.0229963,74.3996526,81.26948706
1141,2.491773246,3.642948886,1.869816271,82.4776449,83.38444169
513,1.836661872,5.477410929,4.241588017,75.32810175,72.43380671
467,3.858240531,9.193644855,3.5452888,73.51536577,71.28861206
694,2.039794541,4.357652203,2.015570069,76.54876167,67.00202448
718,4.86795007,10.1612283,2.662422859,76.07353962,73.68087971
680,2.12809808,6.039387804,1.869655213,75.63303693,72.50662153
1306,4.530172556,5.348518877,2.676993312,75.64339988,72.77250479
740,2.888374688,8.184866145,1.683151642,76.50907827,64.01447954
790,2.737793321,7.54186911,2.778208307,76.3202284,70.88197898
684,1.940274271,8.287894468,2.017062729,75.71742029,75.52681624
1044,3.356247512,5.026864524,3.730368762,76.45675616,77.57600156
458,2.151708217,9.664900149,1.614248186,75.70539536,74.51004558
505,2.795242682,6.52138797,1.873542377,76.69985018,88.00494179
643,4.151861958,5.743602391,1.568205746,77.15055625,84.57641136
1144,3.169916857,3.522750094,4.036273022,83.32617089,82.72148274
942,2.45001906,8.778762588,1.426311966,77.75706931,81.4990576
676,3.671702312,4.306195736,1.857911476,76.9999444,92.3526005
739,3.381055744,6.725646297,1.640899011,77.24300005,74.82607632
926,2.651224898,5.953540657,2.798648407,74.85633435,78.65418113
562,4.46827228,5.703565042,2.145972855,75.46214903,71.54610866
851,5.042649554,10.02958138,2.007579117,81.78482561,89.17808003
747,1.722408414,8.206797531,2.306974694,77.18617073,82.75583066
999,2.065525026,5.060736186,1.477884963,78.50734611,85.54125588
646,2.157195801,8.454512251,3.033518045,75.20562731,86.28989581
976,4.382339044,7.029355479,4.724650172,75.63460094,82.05642979
550,1.75393283,7.608050938,1.787026815,75.49132982,69.40460111
672,4.169975193,3.952748461,2.84361122,75.86771092,80.91193651
355,1.886040538,5.969209876,1.412205881,83.74411385,79.74952568
573,4.786738006,3.426925066,1.682264058,77.60579169,71.2628169
637,3.245108983,7.322305862,1.277683046,74.56282737,70.58574279
461,4.380925508,5.979608225,1.390474006,76.15678419,88.10394061
641,3.538250093,4.707610504,2.675785841,74.40356779,86.79950587
653,5.36911608,4.548072336,1.287755519,79.7897241,71.73119273
588,1.866736257,6.855087629,1.512372797,76.5882331,85.09049614
1062,2.371931565,4.044866358,2.445081798,85.05937856,78.31106029
1076,3.127202426,11.42960789,1.610150725,75.2635924,78.14104614
644,2.133311212,6.54567566,2.816091467,85.9180443,78.87739882
1193,2.169067832,5.622737705,2.922861297,77.5542675,79.53482306
378,1.982452455,7.760995147,2.908684224,78.05038467,79.83561637
534,2.433248092,7.999657448,2.750900627,77.36931054,87.90622744
758,2.03965649,7.394543911,0.186169629,82.76144547,76.01195279
920,3.668050121,5.059798404,3.309195803,77.09483337,74.29436001
669,4.772174097,11.38835376,2.461889279,77.31795461,80.48663738
970,5.173883251,0.435527221,1.175465155,76.39520179,67.87844623
629,5.53765541,5.019001676,0.250004723,77.09926396,74.46361227
1335,3.105587951,10.27293722,4.118228368,74.08573752,79.9257705
680,2.142617918,4.188606548,2.906305745,81.10249488,79.81078295
772,2.903393116,5.333440132,2.269925646,77.15489005,75.00870646
535,2.722147892,7.556468305,2.064811207,75.71023404,76.45892627
504,2.05565653,5.475028267,3.149926604,75.55938814,84.25698067
1097,2.915833073,4.236526715,1.191596678,75.32760249,80.50689343
876,5.432094862,3.149548212,1.942680389,76.10457593,84.15331523
1004,4.894851058,7.565391625,2.745865374,78.0352673,88.20952499
694,2.798704563,3.657224817,1.586139741,82.32395437,74.7011847
544,2.237523858,4.567125449,2.172546039,73.41200209,80.64612127
721,3.851590447,6.829042458,1.492976063,77.23353746,69.30877751
1485,2.302035392,6.455647108,1.832881347,73.91343024,72.50133042
758,2.472963894,7.170453819,4.087153145,79.87785745,83.3396622
1471,2.70656422,13.55174787,2.629317559,76.65955772,82.47739544
648,1.996696605,5.445371133,1.857047556,74.34798255,85.53209826
873,1.930652081,5.00408264,2.169167127,77.15223791,84.24783933
551,4.137658002,7.283255411,1.967008485,82.61169446,76.24606216
1127,3.49501207,7.925827448,1.129883191,76.72392786,73.71939656
598,4.635088554,7.555437492,1.265431395,75.49126249,77.12511586
439,4.217855035,5.038757719,1.89835839,75.62013709,78.17716971
507,3.536217192,9.654468958,2.965322862,87.06997598,82.82364866
1132,3.981044758,8.044227502,2.913513835,77.60176984,66.54654202
487,3.236112108,5.100002513,1.391604967,77.01835826,88.35400608
611,5.54166881,7.253459398,0.99019458,77.0893129,67.85175051
504,2.355276791,7.511943462,2.326622585,88.21829066,78.735397
745,4.023827556,4.602900299,2.595299107,86.02664653,88.74297985
898,2.802326816,6.236314727,2.787017329,78.7012908,86.19299211
768,3.478402608,8.309347266,4.629051458,76.48736806,79.5841995
635,3.211594736,5.354700594,2.117360926,75.50024295,91.25978059
1312,5.963438892,7.563577763,5.931952727,77.73887555,88.66197194
584,2.716873725,7.157043004,2.370023954,78.09041723,79.8558815
798,3.205120808,4.830153764,1.943167105,74.37112514,77.25876026
838,2.819517528,4.464310564,6.470824872,76.80175622,71.94467882
689,5.020503352,6.147112115,2.260891685,83.30602038,78.6972166
509,4.874965565,3.476695234,5.347117499,75.00577861,72.08644645
538,4.322346291,8.600300417,0.804265273,85.06871355,65.29031814
789,2.764034562,8.456321434,1.597474018,75.78644656,82.08660008
544,5.045670989,8.783835056,3.136496828,73.68466054,76.3621634
457,2.563146322,3.727168884,2.44965105,85.8426968,86.12070528
444,3.124468119,9.315983652,2.802286271,79.79577997,84.93104226
468,2.194237971,3.611104703,1.24425062,79.63101017,85.25960924
1188,5.024794043,6.545818696,1.982919736,83.27693795,75.44236854
1093,2.832424062,15.46395878,3.11727044,75.47768101,89.62120271
846,3.856685419,1.756807834,2.192091566,77.60650335,85.16874123
827,2.076773408,7.526720771,1.333690427,75.85254135,74.76097514
521,3.701492926,7.131018789,2.789023821,75.16658604,78.06231963
453,2.548895472,2.371286053,1.705589495,74.9826763,82.57288491
591,2.139609263,8.212124976,1.494444905,84.82651568,89.31813015
673,3.700322036,3.86228847,1.72142408,76.60198051,83.64455635
616,4.428794968,5.175949281,1.534142949,77.36287654,87.28599213
645,5.651827269,5.195856322,1.593564155,87.98494452,78.29502185
1168,4.383913922,4.402109565,2.259759393,85.53611983,76.04116698
784,2.366245154,5.570524515,2.553721861,84.18072954,77.4112727
1020,2.619167443,18.49833096,2.808808217,75.82772764,92.50527972
663,2.148662398,6.631075965,2.773849006,75.73964929,69.39929428
838,1.913384341,4.81660743,4.972876182,77.51225942,79.03303158
580,3.661043769,5.071958429,2.493102068,75.57654239,85.065886
1150,4.341194856,4.74795037,4.516183943,76.10248517,83.69585856
1585,3.820128393,8.935389477,2.50951929,72.84481611,73.80651029
844,4.382313561,14.19708747,1.573339541,77.40453117,87.94606958
638,4.67540519,10.84157088,1.465951908,82.18135239,64.99126862
1082,4.655504173,8.057837481,1.703630815,76.32039922,71.19195917
710,2.595247337,8.96924871,1.801367243,80.18670614,81.1556856
798,4.667986364,4.339827167,2.486213715,76.16620341,79.59350012
838,2.27172625,7.877659828,2.384795048,75.29516283,76.91578061
675,2.785797256,5.463946609,1.649817197,75.3972787,82.90745278
632,2.790786352,4.917217991,1.450856301,78.83559492,69.47322961
1064,3.426013805,5.534125022,2.181809818,75.93915608,90.97631713
1011,3.586074722,0.451073145,1.72224853,75.85988697,87.11665066
809,4.050245312,7.78544217,2.34322546,77.79120864,75.28388704
470,4.499034736,5.673547503,2.992897881,77.95670965,67.07918161
651,5.800041908,4.207633996,2.552470431,76.80740361,78.29066278
806,3.899727915,5.227293447,2.794372688,74.17042006,70.06813041
927,2.670723523,11.08534997,3.274900445,75.13443094,86.01523311
467,2.09509618,3.006468767,2.223192952,77.89507234,76.68925021
632,2.325286227,6.04067698,1.849149548,75.47676189,85.86638391
638,2.092968615,11.85732441,3.437104767,77.77476161,87.2580592
849,3.648788884,3.980030876,2.289135225,75.38287528,74.01859308
813,2.776082172,6.992621253,1.834924141,77.98790558,79.86000532
571,3.919584175,6.078726209,2.873681083,76.9348265,72.49848006
567,3.163912892,4.292774009,1.622294054,75.44904923,80.18021649
1047,2.235692498,4.140157526,2.382350442,76.44061604,73.58665018
801,3.279092248,5.799760938,1.87531851,83.61071957,72.97586426
871,1.050695563,5.510480296,5.546644433,82.97436364,70.90698188
763,2.13069248,6.639441341,1.637686061,77.92142037,86.87786093
973,2.924966854,4.148275556,1.37987222,77.00574682,80.93589212
424,4.858045445,6.705140612,1.313029935,74.97280621,76.22600726
520,2.693042594,6.225441804,1.116401347,84.70536077,88.06444466
650,3.835159004,6.485089205,3.298852997,75.72381024,71.61250457
647,2.885844287,6.580063748,1.612013325,76.12836494,77.6800759
512,2.779135882,6.4800015,1.533047896,81.46633844,90.47600664
657,4.018662309,17.29971058,2.806701111,77.85501834,75.76424504
473,3.819743141,8.029022647,2.533686858,75.63176561,89.61316336
450,2.528621128,7.693556975,2.735188798,86.85989496,76.84942369
569,3.149942157,8.260608254,2.78801616,76.07792719,84.20029673
507,4.594681832,6.722931574,2.300699279,81.2168511,74.99116386
492,2.994342322,5.306231879,1.135504357,75.27391898,71.33529114
933,0.629344733,3.297014977,1.623206099,83.65019295,78.92146338
745,4.822689254,2.896579111,1.906914826,77.39304026,87.29103243
1306,2.826025825,7.786784613,1.088878999,77.19207384,79.42316298
642,4.177962046,4.38592991,1.440687821,82.00771204,82.54639988
801,3.392095646,5.882588294,4.76677379,79.54304841,78.37755376
573,2.686454318,4.949163212,1.963975268,75.37328686,77.00455602
978,2.007255146,3.794500341,2.025737945,76.93397602,72.71020992
481,4.532485918,8.110481743,2.571132874,76.70906789,73.9616516
883,1.190748756,4.536155906,3.360810089,76.66133377,70.90868649
534,5.922045388,18.04468571,5.946436035,77.29279073,74.73437228
1501,2.804554851,6.669415708,2.777629479,83.45644748,74.02988509
1109,5.128644027,11.93356051,4.646075388,77.95295855,80.03695593
902,3.939405861,7.667381428,2.685603015,76.68024025,68.94950243
931,2.7473486,7.257691871,1.436386311,83.60121325,82.93374395
706,3.234124518,4.444431584,2.907535289,79.09170458,85.88678808
496,2.966083163,5.570274301,1.369799472,77.1046325,79.41617229
1021,4.048384134,3.496964958,1.539483072,87.81166286,81.44948511
614,2.999913803,4.561724568,2.825595234,87.58104567,85.01963392
699,2.920489982,6.259866945,3.063416222,76.77872279,88.93178679
915,5.330667425,7.45466603,3.157551483,76.27093387,65.3327155
1032,5.06146756,6.326345074,3.123108087,77.21371911,70.22532645
423,2.98480872,9.494641117,2.122670326,75.5656952,71.5609451
856,3.605926478,9.14291051,2.233290042,76.22757027,71.85652145
517,2.350179336,7.401683881,3.135261942,77.70121941,83.51496809
1312,5.22160709,5.70050871,1.186812363,77.79899255,77.18852885
789,4.644711484,3.826392718,3.43666863,82.04423274,86.4060411
715,3.178261965,4.028331989,2.418461707,80.6570529,80.92731384
752,4.55978403,5.313841822,2.309337993,76.07011563,90.11274555
576,2.436291182,5.826030367,2.23110206,84.15854255,85.20399755
710,3.633676377,7.302865134,2.328290421,77.79355239,76.3863847
711,4.22125977,10.66520198,5.145475379,76.65170982,80.26370998
1103,2.681551515,4.254654193,2.654467989,77.26638169,90.17093883
1308,4.937021516,6.078743469,1.457057133,76.06471421,74.64143719
611,2.204218845,4.883169313,3.296645387,81.8458877,74.74052888
865,2.927570095,3.986096605,1.464572969,84.7435567,87.75123538
854,4.24401965,4.926447648,2.525502423,76.14305045,83.47121288
1172,3.282762281,10.34829734,2.090401755,78.05237151,76.71761855
824,4.526066741,8.672850756,5.732103137,73.98202981,75.39647247
997,2.403140819,6.784254141,1.656750126,74.34175471,80.98924513
475,4.349391485,4.432169619,1.663360045,73.69045545,77.26661487
688,1.946065278,4.491302009,2.205978949,77.4964087,75.15171832
578,3.212724344,5.70725813,1.026333559,77.48945705,80.51128174
614,2.777943792,3.654726062,2.284569489,76.91387287,79.78834057
942,3.073389688,4.503732677,2.039658198,82.07166077,73.28905053
453,2.613058323,5.571826867,1.363666082,73.60167099,75.06541564
1376,3.017640404,3.257147765,1.782181155,76.59038139,73.90446492
665,3.703948866,6.777779112,1.566110149,75.38366853,78.72310968
489,3.80909344,13.84070476,2.727289404,75.74990074,77.99567039
455,2.881245474,4.396173805,1.883054533,75.58432184,78.84243542
1430,2.682190733,7.978655899,3.635208049,75.70906747,82.49545621
856,2.989897257,6.833574717,3.384152861,77.56341824,77.30637005
966,4.098319033,5.942766513,2.926337217,78.33861452,87.53103861
669,2.567109319,4.835983865,2.50694498,77.34346121,86.72214731
984,2.218660327,6.682940828,4.065327045,75.73046,70.3055752
849,2.263192483,5.773018924,5.052145777,77.24685519,72.27689964
880,5.079889444,2.484073526,0.342120833,75.34888287,66.40240264
660,2.864668231,9.679628143,1.424628078,75.15986512,82.61750421
566,4.063794013,4.438963609,3.012955121,76.2899594,75.01567973
892,2.981293768,5.999936319,2.407286579,76.92807231,67.2009917
1089,2.687920756,5.597050357,2.109575788,76.99205384,69.08009813
1202,3.014248216,9.002648364,2.614884864,78.24238506,83.45836046
736,4.213019428,2.561171377,2.905323973,81.94510101,78.47659558
446,4.163565801,7.38143837,2.075341964,75.25431325,72.07918871
1051,2.587410111,7.667397034,4.488885201,75.17553979,69.50834959
1191,4.160868429,12.53126455,1.204445883,78.01735383,74.66116216
999,3.858896297,8.13771023,0.839918509,77.99914506,85.42929634
648,3.831993671,7.604355846,1.775421404,78.27676901,77.46184521
1133,4.083576109,5.38488797,1.489843452,80.48385153,75.56660424
1446,2.92015447,6.732458718,1.167548745,84.64745665,80.56653166
685,2.941039657,5.785641512,2.032577537,75.77190098,87.52646514
490,4.449131729,8.942043096,2.661639889,77.29210697,70.56540763
498,3.445894981,7.669567437,5.147237485,73.67183151,74.21763324
653,3.86906826,4.45896143,2.456173168,84.87350599,73.15603932
531,3.896884613,4.76512936,3.473059539,74.46113964,84.46240776
823,2.377631328,2.604273235,1.977949811,73.11317197,76.89877273
725,3.804165637,5.606843938,2.159249885,85.63775357,85.18633937
1004,3.354443693,4.37835109,1.284314968,74.39182746,71.68376628
1088,3.231850384,8.076756295,2.229324857,77.51275682,87.10374719
408,2.305619446,4.009056665,2.049260519,77.07229889,87.67701165
861,3.274710427,7.840117129,0.337109973,75.34418982,79.98350214
825,4.153615267,7.028772535,1.293903995,78.4180521,79.14641308
690,3.399079825,7.637934154,2.370713117,76.38392716,84.2055828
432,3.892692923,9.15735894,2.620465697,77.64446933,80.43460077
997,2.223997798,6.33239426,2.749935479,74.87146185,77.02823404
916,0.242826592,5.252080286,6.593807515,76.63671114,86.22297079
817,3.12538079,1.793079673,3.379247374,76.01922559,82.8794629
1024,2.986880354,1.911139303,3.047353164,75.58153573,79.9134958
468,2.365299936,6.2021881,2.942469519,74.69590653,83.093801
740,3.908772536,1.538008895,2.20115377,75.74328412,70.27253968
2024,2.764987048,5.432114897,2.082181161,75.66711663,71.83408948
859,2.861825824,8.591731874,2.941315534,76.08944486,74.43905824
566,2.92304438,5.406743709,3.874814148,76.39608582,82.64340766
721,4.919342374,6.712466044,1.715713507,77.55867046,85.55467836
757,2.380726329,0.316456269,3.370730886,76.08136351,78.05013464
605,4.275715413,3.373436429,1.78169703,75.69381846,82.98159431
860,2.908874024,10.7209873,1.321329949,74.89846595,73.1412949
726,2.195927053,7.465963136,2.606782289,77.20484758,79.12328131
661,4.413972714,8.962814326,1.772588244,77.42982697,82.61376564
